INSERT INTO Staff VALUES ('S0001', 'Sowmya', 'Pujari', '1065', 'Polling Agent', '1000', 'B1C001');
INSERT INTO Staff VALUES ('S0952', 'Nehrika', 'Patil', '2452', 'Security Agent', '750', 'B4C096');
INSERT INTO Staff VALUES ('S0953', 'Vaani', 'Chavare', '2541', 'Polling Agent', '1000', 'B5C096');
INSERT INTO Staff VALUES ('S0954', 'Shivansh', 'Bharanya', '2723', 'Security Agent', '750', 'B1C096');
INSERT INTO Staff VALUES ('S0955', 'Tanveer', 'Padmanabha', '2957', 'Polling Agent', '1000', 'B2C096');
INSERT INTO Staff VALUES ('S0956', 'Gopika', 'Nand', '3015', 'Security Agent', '750', 'B3C096');
INSERT INTO Staff VALUES ('S0957', 'Divyesh', 'Kouser', '3249', 'Polling Agent', '1000', 'B4C096');
INSERT INTO Staff VALUES ('S0958', 'Samesh', 'Belligatti', '3434', 'Security Agent', '750', 'B5C096');
INSERT INTO Staff VALUES ('S0959', 'Harsh', 'Raval', '1079', 'Polling Agent', '1000', 'B1C097');
INSERT INTO Staff VALUES ('S0960', 'Keerthi', 'Manjunath', '1094', 'Security Agent', '750', 'B2C097');
INSERT INTO Staff VALUES ('S0961', 'Geetha', 'Sheikh', '1119', 'Polling Agent', '1000', 'B3C097');
INSERT INTO Staff VALUES ('S0962', 'Omkaar', 'Nand', '1544', 'Security Agent', '750', 'B4C097');
INSERT INTO Staff VALUES ('S0963', 'Aryan', 'Kumar', '1587', 'Polling Agent', '1000', 'B5C097');
INSERT INTO Staff VALUES ('S0964', 'Dev', 'Raval', '1600', 'Security Agent', '750', 'B1C097');
INSERT INTO Staff VALUES ('S0965', 'Rishaan', 'Kouser', '1611', 'Polling Agent', '1000', 'B2C097');
INSERT INTO Staff VALUES ('S0966', 'Parimala', 'Kamath', '1614', 'Security Agent', '750', 'B3C097');
INSERT INTO Staff VALUES ('S0967', 'Umang', 'Bhardwaj', '1670', 'Polling Agent', '1000', 'B4C097');
INSERT INTO Staff VALUES ('S0968', 'Kavyashri', 'Fernandes', '1702', 'Security Agent', '750', 'B5C097');
INSERT INTO Staff VALUES ('S0969', 'Dwarakanath', 'Babu', '1178', 'Polling Agent', '1000', 'B1C098');
INSERT INTO Staff VALUES ('S0970', 'Girish', 'Das', '1536', 'Security Agent', '750', 'B2C098');
INSERT INTO Staff VALUES ('S0971', 'Atharv', 'Shet', '1905', 'Polling Agent', '1000', 'B3C098');
INSERT INTO Staff VALUES ('S0972', 'Sowjanya', 'Saldanha', '2867', 'Security Agent', '750', 'B4C098');
INSERT INTO Staff VALUES ('S0973', 'Idhant', 'Mathew', '3108', 'Polling Agent', '1000', 'B5C098');
INSERT INTO Staff VALUES ('S0974', 'Ranbir', 'Kumari', '3258', 'Security Agent', '750', 'B1C098');
INSERT INTO Staff VALUES ('S0975', 'Shilpa', 'Adiga', '3343', 'Polling Agent', '1000', 'B2C098');
INSERT INTO Staff VALUES ('S0976', 'Sneha', 'Shayana', '3635', 'Security Agent', '750', 'B3C098');
INSERT INTO Staff VALUES ('S0977', 'Shubhangi', 'Shetty', '3750', 'Polling Agent', '1000', 'B4C098');
INSERT INTO Staff VALUES ('S0978', 'Kalpit', 'Padmanabha', '3877', 'Security Agent', '750', 'B5C098');
INSERT INTO Staff VALUES ('S0979', 'Dhruv', 'Rajesh', '1181', 'Polling Agent', '1000', 'B1C099');
INSERT INTO Staff VALUES ('S0980', 'Jenisha', 'Gatty', '1819', 'Security Agent', '750', 'B2C099');
INSERT INTO Staff VALUES ('S0981', 'Madhumita', 'Bharanya', '3509', 'Polling Agent', '1000', 'B3C099');
INSERT INTO Staff VALUES ('S0982', 'Navami', 'Kini', '4245', 'Security Agent', '750', 'B4C099');
INSERT INTO Staff VALUES ('S0983', 'Shabari', 'Shayana', '4569', 'Polling Agent', '1000', 'B5C099');
INSERT INTO Staff VALUES ('S0984', 'Kahaan', 'Kumar', '4711', 'Security Agent', '750', 'B1C099');
INSERT INTO Staff VALUES ('S0985', 'Surabhi', 'Manjunath', '4851', 'Polling Agent', '1000', 'B2C099');
INSERT INTO Staff VALUES ('S0986', 'Avni', 'Suvarna', '5001', 'Security Agent', '750', 'B3C099');
INSERT INTO Staff VALUES ('S0987', 'Dhipu', 'Thampy', '5092', 'Polling Agent', '1000', 'B4C099');
INSERT INTO Staff VALUES ('S0988', 'Shaurya', 'Jain', '5298', 'Security Agent', '750', 'B5C099');
INSERT INTO Staff VALUES ('S0989', 'Dhruv', 'Rajesh', '1181', 'Polling Agent', '1000', 'B1C100');
INSERT INTO Staff VALUES ('S0990', 'Jenisha', 'Gatty', '1819', 'Security Agent', '750', 'B2C100');
INSERT INTO Staff VALUES ('S0991', 'Madhumita', 'Bharanya', '3509', 'Polling Agent', '1000', 'B3C100');
INSERT INTO Staff VALUES ('S0992', 'Navami', 'Kini', '4245', 'Security Agent', '750', 'B4C100');
INSERT INTO Staff VALUES ('S0993', 'Shabari', 'Shayana', '4569', 'Polling Agent', '1000', 'B5C100');
INSERT INTO Staff VALUES ('S0994', 'Kahaan', 'Kumar', '4711', 'Security Agent', '750', 'B1C100');
INSERT INTO Staff VALUES ('S0995', 'Surabhi', 'Manjunath', '4851', 'Polling Agent', '1000', 'B2C100');
INSERT INTO Staff VALUES ('S0996', 'Avni', 'Suvarna', '5001', 'Security Agent', '750', 'B3C100');
INSERT INTO Staff VALUES ('S0997', 'Dhipu', 'Thampy', '5092', 'Polling Agent', '1000', 'B4C100');
INSERT INTO Staff VALUES ('S0998', 'Shaurya', 'Jain', '5298', 'Security Agent', '750', 'B5C100');
INSERT INTO Staff VALUES ('S0999', 'Nihal', 'Saldanha', '2002', 'Polling Agent', '1000', 'B1C101');
INSERT INTO Staff VALUES ('S1000', 'Soumyashree', 'Thampy', '2712', 'Security Agent', '750', 'B2C101');
INSERT INTO Staff VALUES ('S1001', 'Amol', 'Holla', '2891', 'Polling Agent', '1000', 'B3C101');
INSERT INTO Staff VALUES ('S1002', 'Balhaar', 'Adiga', '3165', 'Security Agent', '750', 'B4C101');
INSERT INTO Staff VALUES ('S1003', 'Pavitra', 'Mardhekar', '3253', 'Polling Agent', '1000', 'B5C101');
INSERT INTO Staff VALUES ('S1004', 'Manthan', 'Singh', '3437', 'Security Agent', '750', 'B1C101');
INSERT INTO Staff VALUES ('S1005', 'Balvan', 'Anchan', '3455', 'Polling Agent', '1000', 'B2C101');
INSERT INTO Staff VALUES ('S1006', 'Navami', 'Kavser', '3580', 'Security Agent', '750', 'B3C101');
INSERT INTO Staff VALUES ('S1007', 'Hredhaan', 'Taj', '3632', 'Polling Agent', '1000', 'B4C101');
INSERT INTO Staff VALUES ('S1008', 'Sangeetha', 'Jain', '4073', 'Security Agent', '750', 'B5C101');
INSERT INTO Staff VALUES ('S1009', 'Hiya', 'Manjunath', '1240', 'Polling Agent', '1000', 'B1C102');
INSERT INTO Staff VALUES ('S1010', 'Parimala', 'Patil', '1639', 'Security Agent', '750', 'B2C102');
INSERT INTO Staff VALUES ('S1011', 'Rahul', 'Gatty', '2759', 'Polling Agent', '1000', 'B3C102');
INSERT INTO Staff VALUES ('S1012', 'Hredhaan', 'Taj', '3053', 'Security Agent', '750', 'B4C102');
INSERT INTO Staff VALUES ('S1013', 'Tarak', 'Moolya', '3228', 'Polling Agent', '1000', 'B5C102');
INSERT INTO Staff VALUES ('S1014', 'Adah', 'Shukla', '3395', 'Security Agent', '750', 'B1C102');
INSERT INTO Staff VALUES ('S1015', 'Nimit', 'Andrade', '3543', 'Polling Agent', '1000', 'B2C102');
INSERT INTO Staff VALUES ('S1016', 'Pranay', 'Anand', '3986', 'Security Agent', '750', 'B3C102');
INSERT INTO Staff VALUES ('S1017', 'Mayra', 'Mugeraya', '4039', 'Polling Agent', '1000', 'B4C102');
INSERT INTO Staff VALUES ('S1018', 'Girindra', 'Namnaik', '4471', 'Security Agent', '750', 'B5C102');
INSERT INTO Staff VALUES ('S1019', 'Gayathri', 'Rai', '1124', 'Polling Agent', '1000', 'B1C103');
INSERT INTO Staff VALUES ('S1020', 'Akshita', 'Dawangave', '2463', 'Security Agent', '750', 'B2C103');
INSERT INTO Staff VALUES ('S1021', 'Warinder', 'Salian', '2911', 'Polling Agent', '1000', 'B3C103');
INSERT INTO Staff VALUES ('S1022', 'Dona', 'Bhat', '3477', 'Security Agent', '750', 'B4C103');
INSERT INTO Staff VALUES ('S1023', 'Chandran', 'Pai', '4451', 'Polling Agent', '1000', 'B5C103');
INSERT INTO Staff VALUES ('S1024', 'Pramitha', 'Singh', '4963', 'Security Agent', '750', 'B1C103');
INSERT INTO Staff VALUES ('S1025', 'Lohit', 'Gamskar', '5171', 'Polling Agent', '1000', 'B2C103');
INSERT INTO Staff VALUES ('S1026', 'Navami', 'Manjunath', '5219', 'Security Agent', '750', 'B3C103');
INSERT INTO Staff VALUES ('S1027', 'Amoli', 'Kumari', '5588', 'Polling Agent', '1000', 'B4C103');
INSERT INTO Staff VALUES ('S1028', 'Girish', 'Keshri', '5906', 'Security Agent', '750', 'B5C103');
INSERT INTO Staff VALUES ('S1029', 'Abhishek', 'Uchil', '1251', 'Polling Agent', '1000', 'B1C104');
INSERT INTO Staff VALUES ('S1030', 'Divyesh', 'Shah', '1254', 'Security Agent', '750', 'B2C104');
INSERT INTO Staff VALUES ('S1031', 'Madhav', 'Mendonsa', '1841', 'Polling Agent', '1000', 'B3C104');
INSERT INTO Staff VALUES ('S1032', 'Deepika', 'Kini', '1989', 'Security Agent', '750', 'B4C104');
INSERT INTO Staff VALUES ('S1033', 'Manvitha', 'Bal', '2066', 'Polling Agent', '1000', 'B5C104');
INSERT INTO Staff VALUES ('S1034', 'Suraksha', 'Ramesh', '2394', 'Security Agent', '750', 'B1C104');
INSERT INTO Staff VALUES ('S1035', 'Manbir', 'Dsouza', '2406', 'Polling Agent', '1000', 'B2C104');
INSERT INTO Staff VALUES ('S1036', 'Utkarsh', 'Chiplunkar', '2435', 'Security Agent', '750', 'B3C104');
INSERT INTO Staff VALUES ('S1037', 'Vivek', 'Padmanabha', '2637', 'Polling Agent', '1000', 'B4C104');
INSERT INTO Staff VALUES ('S1038', 'Samarth', 'Raval', '2825', 'Security Agent', '750', 'B5C104');
INSERT INTO Staff VALUES ('S1039', 'Prisha', 'Pai', '1096', 'Polling Agent', '1000', 'B1C105');
INSERT INTO Staff VALUES ('S1040', 'Harsh', 'Raval', '1364', 'Security Agent', '750', 'B2C105');
INSERT INTO Staff VALUES ('S1041', 'Veer', 'Mathew', '2468', 'Polling Agent', '1000', 'B3C105');
INSERT INTO Staff VALUES ('S1042', 'Pavati', 'Mathew', '4160', 'Security Agent', '750', 'B4C105');
INSERT INTO Staff VALUES ('S1043', 'Sita', 'Mathew', '5322', 'Polling Agent', '1000', 'B5C105');
INSERT INTO Staff VALUES ('S1044', 'Pranay', 'Mendonsa', '5550', 'Security Agent', '750', 'B1C105');
INSERT INTO Staff VALUES ('S1045', 'Sapthashree', 'Thampy', '5865', 'Polling Agent', '1000', 'B2C105');
INSERT INTO Staff VALUES ('S1046', 'Rashmitha', 'Mendonsa', '6260', 'Security Agent', '750', 'B3C105');
INSERT INTO Staff VALUES ('S1047', 'Niva', 'Anchan', '6830', 'Polling Agent', '1000', 'B4C105');
INSERT INTO Staff VALUES ('S1048', 'Suhasini', 'Kini', '7171', 'Security Agent', '750', 'B5C105');
INSERT INTO Staff VALUES ('S1049', 'Balvan', 'Salian', '1055', 'Polling Agent', '1000', 'B1C106');
INSERT INTO Staff VALUES ('S1050', 'Abhimanyu', 'Suvarna', '1113', 'Security Agent', '750', 'B2C106');
INSERT INTO Staff VALUES ('S1051', 'Shubha', 'Acharya', '1549', 'Polling Agent', '1000', 'B3C106');
INSERT INTO Staff VALUES ('S1052', 'Sagar', 'Banerjee', '1579', 'Security Agent', '750', 'B4C106');
INSERT INTO Staff VALUES ('S1053', 'Ratnakar', 'Saniel', '1603', 'Polling Agent', '1000', 'B5C106');
INSERT INTO Staff VALUES ('S1054', 'Darpan', 'Gatty', '1682', 'Security Agent', '750', 'B1C106');
INSERT INTO Staff VALUES ('S1055', 'Balveer', 'Nand', '1807', 'Polling Agent', '1000', 'B2C106');
INSERT INTO Staff VALUES ('S1056', 'Rekha', 'Nagane', '1881', 'Security Agent', '750', 'B3C106');
INSERT INTO Staff VALUES ('S1057', 'Noelle', 'Chavare', '1884', 'Polling Agent', '1000', 'B4C106');
INSERT INTO Staff VALUES ('S1058', 'Lohit', 'Jain', '1998', 'Security Agent', '750', 'B5C106');
INSERT INTO Staff VALUES ('S1059', 'Varsha', 'Dalvi', '2080', 'Polling Agent', '1000', 'B1C107');
INSERT INTO Staff VALUES ('S1060', 'Suraksha', 'Saha', '2149', 'Security Agent', '750', 'B2C107');
INSERT INTO Staff VALUES ('S1061', 'Niva', 'Adiga', '2766', 'Polling Agent', '1000', 'B3C107');
INSERT INTO Staff VALUES ('S1062', 'Deepika', 'Sheikh', '3044', 'Security Agent', '750', 'B4C107');
INSERT INTO Staff VALUES ('S1063', 'Priya', 'Chatterjee', '3550', 'Polling Agent', '1000', 'B5C107');
INSERT INTO Staff VALUES ('S1064', 'Lakshmi', 'Bhardwaj', '3610', 'Security Agent', '750', 'B1C107');
INSERT INTO Staff VALUES ('S1065', 'Meenakshi', 'Prabhakaran', '3824', 'Polling Agent', '1000', 'B2C107');
INSERT INTO Staff VALUES ('S1066', 'Shubhangi', 'Prabhakaran', '4528', 'Security Agent', '750', 'B3C107');
INSERT INTO Staff VALUES ('S1067', 'Indrajit', 'Almeida', '5003', 'Polling Agent', '1000', 'B4C107');
INSERT INTO Staff VALUES ('S1068', 'Malathy', 'Shukla', '5742', 'Security Agent', '750', 'B5C107');
INSERT INTO Staff VALUES ('S1069', 'Rathi', 'Kini', '11039', 'Polling Agent', '1000', 'B1C108');
INSERT INTO Staff VALUES ('S1070', 'Keerthi', 'Kulkarni', '11043', 'Security Agent', '750', 'B2C108');
INSERT INTO Staff VALUES ('S1071', 'Sangeetha', 'Adiga', '11045', 'Polling Agent', '1000', 'B3C108');
INSERT INTO Staff VALUES ('S1072', 'Chandran', 'Babu', '11062', 'Security Agent', '750', 'B4C108');
INSERT INTO Staff VALUES ('S1073', 'Javeria', 'Acharya', '11066', 'Polling Agent', '1000', 'B5C108');
INSERT INTO Staff VALUES ('S1074', 'Sangeetha', 'Saniel', '11068', 'Security Agent', '750', 'B1C108');
INSERT INTO Staff VALUES ('S1075', 'Yashodha', 'Bangera', '11085', 'Polling Agent', '1000', 'B2C108');
INSERT INTO Staff VALUES ('S1076', 'Ishita', 'Mugeraya', '11089', 'Security Agent', '750', 'B3C108');
INSERT INTO Staff VALUES ('S1077', 'Apoorva', 'Bhoja', '11091', 'Polling Agent', '1000', 'B4C108');
INSERT INTO Staff VALUES ('S1078', 'Swathi', 'Shet', '11108', 'Security Agent', '750', 'B5C108');
INSERT INTO Staff VALUES ('S1079', 'Tanmay', 'Nayak', '11003', 'Polling Agent', '1000', 'B1C109');
INSERT INTO Staff VALUES ('S1080', 'Devansh', 'Pai', '11015', 'Security Agent', '750', 'B2C109');
INSERT INTO Staff VALUES ('S1081', 'Meghashree', 'Singh', '11017', 'Polling Agent', '1000', 'B3C109');
INSERT INTO Staff VALUES ('S1082', 'Ronith', 'Bhoja', '11026', 'Security Agent', '750', 'B4C109');
INSERT INTO Staff VALUES ('S1083', 'Abhishek', 'Mendonsa', '11029', 'Polling Agent', '1000', 'B5C109');
INSERT INTO Staff VALUES ('S1084', 'Charan', 'Shet', '11030', 'Security Agent', '750', 'B1C109');
INSERT INTO Staff VALUES ('S1085', 'Harsh', 'Dsouza', '11034', 'Polling Agent', '1000', 'B2C109');
INSERT INTO Staff VALUES ('S1086', 'Nihal', 'Kouser', '11035', 'Security Agent', '750', 'B3C109');
INSERT INTO Staff VALUES ('S1087', 'Rachit', 'Dawangave', '11038', 'Polling Agent', '1000', 'B4C109');
INSERT INTO Staff VALUES ('S1088', 'Balendra', 'Holla', '11040', 'Security Agent', '750', 'B5C109');
INSERT INTO Staff VALUES ('S1089', 'Nirav', 'Kavser', '11001', 'Polling Agent', '1000', 'B1C110');
INSERT INTO Staff VALUES ('S1090', 'Shambhavi', 'Prabhu', '11024', 'Security Agent', '750', 'B2C110');
INSERT INTO Staff VALUES ('S1091', 'Brijesh', 'Gatty', '11028', 'Polling Agent', '1000', 'B3C110');
INSERT INTO Staff VALUES ('S1092', 'Savitha', 'Adiga', '11037', 'Security Agent', '750', 'B4C110');
INSERT INTO Staff VALUES ('S1093', 'Navami', 'Dalvi', '11041', 'Polling Agent', '1000', 'B5C110');
INSERT INTO Staff VALUES ('S1094', 'Arjun', 'Saha', '11042', 'Security Agent', '750', 'B1C110');
INSERT INTO Staff VALUES ('S1095', 'Yuvraj', 'Vernekar', '11046', 'Polling Agent', '1000', 'B2C110');
INSERT INTO Staff VALUES ('S1096', 'Idhant', 'Mathew', '11047', 'Security Agent', '750', 'B3C110');
INSERT INTO Staff VALUES ('S1097', 'Sneha', 'Chatterjee', '11051', 'Polling Agent', '1000', 'B4C110');
INSERT INTO Staff VALUES ('S1098', 'Shambhavi', 'Andrade', '11060', 'Security Agent', '750', 'B5C110');
INSERT INTO Staff VALUES ('S1099', 'Viti', 'Tipparti', '11004', 'Polling Agent', '1000', 'B1C111');
INSERT INTO Staff VALUES ('S1100', 'Pranav', 'Bangera', '11008', 'Security Agent', '750', 'B2C111');
INSERT INTO Staff VALUES ('S1101', 'Prithvi', 'Salian', '11050', 'Polling Agent', '1000', 'B3C111');
INSERT INTO Staff VALUES ('S1102', 'Sonika', 'Dawangave', '11054', 'Security Agent', '750', 'B4C111');
INSERT INTO Staff VALUES ('S1103', 'Charan', 'Kavser', '11073', 'Polling Agent', '1000', 'B5C111');
INSERT INTO Staff VALUES ('S1104', 'Aayushi', 'Rajesh', '11077', 'Security Agent', '750', 'B1C111');
INSERT INTO Staff VALUES ('S1105', 'Prisha', 'Pai', '11096', 'Polling Agent', '1000', 'B2C111');
INSERT INTO Staff VALUES ('S1106', 'Balveer', 'Sheikh', '11100', 'Security Agent', '750', 'B3C111');
INSERT INTO Staff VALUES ('S1107', 'Geetha', 'Sheikh', '11119', 'Polling Agent', '1000', 'B4C111');
INSERT INTO Staff VALUES ('S1108', 'Saksham', 'Kumar', '11123', 'Security Agent', '750', 'B5C111');
INSERT INTO Staff VALUES ('S1109', 'Krishna', 'Sullad', '11002', 'Polling Agent', '1000', 'B1C112');
INSERT INTO Staff VALUES ('S1110', 'Rushil', 'Shet', '11009', 'Security Agent', '750', 'B2C112');
INSERT INTO Staff VALUES ('S1111', 'Ishwar', 'Saldanha', '11025', 'Polling Agent', '1000', 'B3C112');
INSERT INTO Staff VALUES ('S1112', 'Ansh', 'Belligatti', '11032', 'Security Agent', '750', 'B4C112');
INSERT INTO Staff VALUES ('S1113', 'Shabari', 'Holla', '11033', 'Polling Agent', '1000', 'B5C112');
INSERT INTO Staff VALUES ('S1114', 'Balvan', 'Tipparti', '11036', 'Security Agent', '750', 'B1C112');
INSERT INTO Staff VALUES ('S1115', 'Rebecca', 'Kini', '11044', 'Polling Agent', '1000', 'B2C112');
INSERT INTO Staff VALUES ('S1116', 'Abhinav', 'Holla', '11048', 'Security Agent', '750', 'B3C112');
INSERT INTO Staff VALUES ('S1117', 'Balvan', 'Salian', '11055', 'Polling Agent', '1000', 'B4C112');
INSERT INTO Staff VALUES ('S1118', 'Balveer', 'Shenoy', '11056', 'Security Agent', '750', 'B5C112');
INSERT INTO Staff VALUES ('S1119', 'Rathi', 'Kini', '1039', 'Polling Agent', '1000', 'B1C113');
INSERT INTO Staff VALUES ('S1120', 'Yagnesh', 'Dawangave', '1101', 'Security Agent', '750', 'B2C113');
INSERT INTO Staff VALUES ('S1121', 'Surabhi', 'Rao', '1573', 'Polling Agent', '1000', 'B3C113');
INSERT INTO Staff VALUES ('S1122', 'Neysa', 'Nayak', '1590', 'Security Agent', '750', 'B4C113');
INSERT INTO Staff VALUES ('S1123', 'Pranit', 'Saniel', '1591', 'Polling Agent', '1000', 'B5C113');
INSERT INTO Staff VALUES ('S1124', 'Shwetha', 'Mendonsa', '1595', 'Security Agent', '750', 'B1C113');
INSERT INTO Staff VALUES ('S1125', 'Mishka', 'Fernandes', '1598', 'Polling Agent', '1000', 'B2C113');
INSERT INTO Staff VALUES ('S1126', 'Shubha', 'Gamskar', '1607', 'Security Agent', '750', 'B3C113');
INSERT INTO Staff VALUES ('S1127', 'Teerth', 'Vernekar', '1661', 'Polling Agent', '1000', 'B4C113');
INSERT INTO Staff VALUES ('S1128', 'Supritha', 'Kouser', '1686', 'Security Agent', '750', 'B5C113');
INSERT INTO Staff VALUES ('S1129', 'Balvan', 'Tipparti', '1036', 'Polling Agent', '1000', 'B1C114');
INSERT INTO Staff VALUES ('S1130', 'Nagraj', 'Adiga', '1187', 'Security Agent', '750', 'B2C114');
INSERT INTO Staff VALUES ('S1131', 'Shravya', 'Taj', '1226', 'Polling Agent', '1000', 'B3C114');
INSERT INTO Staff VALUES ('S1132', 'Manbir', 'Kulkarni', '1237', 'Security Agent', '750', 'B4C114');
INSERT INTO Staff VALUES ('S1133', 'Shrishti', 'Tipparti', '1275', 'Polling Agent', '1000', 'B5C114');
INSERT INTO Staff VALUES ('S1134', 'Shaurya', 'Sullad', '1327', 'Security Agent', '750', 'B1C114');
INSERT INTO Staff VALUES ('S1135', 'Sneha', 'Dsouza', '1369', 'Polling Agent', '1000', 'B2C114');
INSERT INTO Staff VALUES ('S1136', 'Sudha', 'Uchil', '1390', 'Security Agent', '750', 'B3C114');
INSERT INTO Staff VALUES ('S1137', 'Nehrika', 'Salian', '1435', 'Polling Agent', '1000', 'B4C114');
INSERT INTO Staff VALUES ('S1138', 'Baljiwan', 'Anchan', '1438', 'Security Agent', '750', 'B5C114');
INSERT INTO Staff VALUES ('S1139', 'Saanvi', 'Chiplunkar', '1005', 'Polling Agent', '1000', 'B1C115');
INSERT INTO Staff VALUES ('S1140', 'Swarna', 'Saldanha', '1071', 'Security Agent', '750', 'B2C115');
INSERT INTO Staff VALUES ('S1141', 'Shilpa', 'Saldanha', '1086', 'Polling Agent', '1000', 'B3C115');
INSERT INTO Staff VALUES ('S1142', 'Drishti', 'Saldanha', '1255', 'Security Agent', '750', 'B4C115');
INSERT INTO Staff VALUES ('S1143', 'Shambhavi', 'Kulkarni', '1280', 'Polling Agent', '1000', 'B5C115');
INSERT INTO Staff VALUES ('S1144', 'Shreedevi', 'Ramesh', '1286', 'Security Agent', '750', 'B1C115');
INSERT INTO Staff VALUES ('S1145', 'Namitha', 'Chiplunkar', '1291', 'Polling Agent', '1000', 'B2C115');
INSERT INTO Staff VALUES ('S1146', 'Guneet', 'Acharya', '1350', 'Security Agent', '750', 'B3C115');
INSERT INTO Staff VALUES ('S1147', 'Hetal', 'Moolya', '1400', 'Polling Agent', '1000', 'B4C115');
INSERT INTO Staff VALUES ('S1148', 'Ryan', 'Gamskar', '1429', 'Security Agent', '750', 'B5C115');
INSERT INTO Staff VALUES ('S1149', 'Aishwarya', 'Singh', '1011', 'Polling Agent', '1000', 'B1C116');
INSERT INTO Staff VALUES ('S1150', 'Aashish', 'Saldanha', '1336', 'Security Agent', '750', 'B2C116');
INSERT INTO Staff VALUES ('S1151', 'Suraksha', 'Gamskar', '1337', 'Polling Agent', '1000', 'B3C116');
INSERT INTO Staff VALUES ('S1152', 'Dinella', 'Shetty', '1383', 'Security Agent', '750', 'B4C116');
INSERT INTO Staff VALUES ('S1153', 'Samarth', 'Bhardwaj', '1540', 'Polling Agent', '1000', 'B5C116');
INSERT INTO Staff VALUES ('S1154', 'Guneet', 'Nayak', '1546', 'Security Agent', '750', 'B1C116');
INSERT INTO Staff VALUES ('S1155', 'Lohit', 'Rao', '1557', 'Polling Agent', '1000', 'B2C116');
INSERT INTO Staff VALUES ('S1156', 'Vivek', 'Prabhakaran', '1567', 'Security Agent', '750', 'B3C116');
INSERT INTO Staff VALUES ('S1157', 'Rakshitha', 'Kamath', '1602', 'Polling Agent', '1000', 'B4C116');
INSERT INTO Staff VALUES ('S1158', 'Devansh', 'Kulkarni', '1735', 'Security Agent', '750', 'B5C116');
INSERT INTO Staff VALUES ('S1159', 'Asmee', 'Gatty', '1850', 'Polling Agent', '1000', 'B1C117');
INSERT INTO Staff VALUES ('S1160', 'Sumana', 'Kulkarni', '1971', 'Security Agent', '750', 'B2C117');
INSERT INTO Staff VALUES ('S1161', 'Rishaan', 'Shetty', '2575', 'Polling Agent', '1000', 'B3C117');
INSERT INTO Staff VALUES ('S1162', 'Neha', 'Saldanha', '2630', 'Security Agent', '750', 'B4C117');
INSERT INTO Staff VALUES ('S1163', 'Keerthi', 'Sheikh', '2843', 'Polling Agent', '1000', 'B5C117');
INSERT INTO Staff VALUES ('S1164', 'Viraj', 'Gupta', '3427', 'Security Agent', '750', 'B1C117');
INSERT INTO Staff VALUES ('S1165', 'Shreya', 'Shroff', '3538', 'Polling Agent', '1000', 'B2C117');
INSERT INTO Staff VALUES ('S1166', 'Sagar', 'Saldanha', '3795', 'Security Agent', '750', 'B3C117');
INSERT INTO Staff VALUES ('S1167', 'Vishrutha', 'Chavare', '4257', 'Polling Agent', '1000', 'B4C117');
INSERT INTO Staff VALUES ('S1168', 'Yatan', 'Kaur', '4811', 'Security Agent', '750', 'B5C117');
INSERT INTO Staff VALUES ('S1169', 'Keerthi', 'Kulkarni', '1043', 'Polling Agent', '1000', 'B1C118');
INSERT INTO Staff VALUES ('S1170', 'Rachit', 'Tipparti', '1883', 'Security Agent', '750', 'B2C118');
INSERT INTO Staff VALUES ('S1171', 'Vaibhavi', 'Prabhakaran', '1887', 'Polling Agent', '1000', 'B3C118');
INSERT INTO Staff VALUES ('S1172', 'Lakshmi', 'Salian', '2045', 'Security Agent', '750', 'B4C118');
INSERT INTO Staff VALUES ('S1173', 'Shona', 'Kini', '2071', 'Polling Agent', '1000', 'B5C118');
INSERT INTO Staff VALUES ('S1174', 'Hema', 'Bharanya', '2208', 'Security Agent', '750', 'B1C118');
INSERT INTO Staff VALUES ('S1175', 'Nagraj', 'Andrade', '2377', 'Polling Agent', '1000', 'B2C118');
INSERT INTO Staff VALUES ('S1176', 'Lakshit', 'Pai', '2384', 'Security Agent', '750', 'B3C118');
INSERT INTO Staff VALUES ('S1177', 'Anitha', 'Kavser', '2428', 'Polling Agent', '1000', 'B4C118');
INSERT INTO Staff VALUES ('S1178', 'Charan', 'Acharya', '2651', 'Security Agent', '750', 'B5C118');
INSERT INTO Staff VALUES ('S1179', 'Shabari', 'Holla', '1033', 'Polling Agent', '1000', 'B1C119');
INSERT INTO Staff VALUES ('S1180', 'Ajith', 'Bansal', '1727', 'Security Agent', '750', 'B2C119');
INSERT INTO Staff VALUES ('S1181', 'Raksha', 'Dalvi', '2153', 'Polling Agent', '1000', 'B3C119');
INSERT INTO Staff VALUES ('S1182', 'Mehar', 'Sullad', '2181', 'Security Agent', '750', 'B4C119');
INSERT INTO Staff VALUES ('S1183', 'Sanchitha', 'Bal', '2197', 'Polling Agent', '1000', 'B5C119');
INSERT INTO Staff VALUES ('S1184', 'Jayanth', 'Tipparti', '2303', 'Security Agent', '750', 'B1C119');
INSERT INTO Staff VALUES ('S1185', 'Tanmay', 'Shukla', '2372', 'Polling Agent', '1000', 'B2C119');
INSERT INTO Staff VALUES ('S1186', 'Devashree', 'Saniel', '2425', 'Security Agent', '750', 'B3C119');
INSERT INTO Staff VALUES ('S1187', 'Idhant', 'Chiplunkar', '2574', 'Polling Agent', '1000', 'B4C119');
INSERT INTO Staff VALUES ('S1188', 'Reshma', 'Patil', '2719', 'Security Agent', '750', 'B5C119');
